tarih,vardiya,makine_id,sicaklik,basinc,titreşim,uretim_hizi,operator_tecrube,kullanim_süresi,rulman_degisimi_sonrasi,hata_var
2027-04-03,Akşam,5,86.02,1.41,0.65,2232,2,9,2,0
2027-04-04,Gece,3,83.62,1.91,0.61,1193,5,11,2,0
2027-04-05,Gece,3,84.61,1.38,0.62,1263,3,10,2,0
2027-04-06,Gündüz,2,77.07,2.12,0.59,2270,3,9,2,0
2027-04-07,Gündüz,4,79.98,2.16,0.64,2471,3,7,2,0
2027-04-08,Gece,4,77.13,2.05,0.59,1520,3,8,2,0
2027-04-09,Gece,2,80.54,1.58,0.64,1918,3,11,2,0
2027-04-10,Gece,4,86.36,1.6,0.66,1478,2,6,2,0
2027-04-11,Gece,1,82.2,1.66,0.68,2300,1,7,2,0
2027-04-12,Gündüz,4,88.13,2.13,0.67,2152,4,10,2,0
2027-04-13,Gece,2,78.56,1.29,0.63,2325,2,8,2,0
2027-04-14,Gündüz,4,75.97,1.92,0.67,1573,4,11,2,0
2027-04-15,Gece,5,82.56,1.52,0.65,2383,1,9,2,0
2027-04-16,Gece,3,80.59,1.67,0.65,1842,5,6,2,0
2027-04-17,Gece,1,81.61,2.02,0.6,2380,1,9,2,0
2027-04-18,Gündüz,5,80.87,1.35,0.59,2489,1,7,2,0
2027-04-19,Gündüz,5,77.58,1.72,0.66,2195,5,6,2,0
2027-04-20,Akşam,2,80.98,1.76,0.67,2111,4,9,2,0
2027-04-21,Gece,3,84.87,1.79,0.62,1895,3,6,2,0
2027-04-22,Akşam,3,85.38,1.77,0.71,2106,5,7,2,0
2027-04-23,Akşam,1,77.55,1.97,0.76,1516,5,9,2,0
2027-04-24,Gündüz,2,81.16,1.66,0.74,2023,1,8,2,0
2027-04-25,Gündüz,1,87.39,1.91,0.64,1895,5,10,2,0
2027-04-26,Akşam,4,77.66,1.9,0.63,2345,2,9,2,0
2027-04-27,Gece,5,76.75,1.89,0.69,1464,3,6,2,0
2027-04-28,Gündüz,1,83.97,1.96,0.69,1612,1,11,2,0
2027-04-29,Gece,5,83.09,1.88,0.6,2164,4,9,2,0
2027-04-30,Gece,2,75.82,1.77,0.64,1604,4,6,2,0
2027-05-01,Akşam,4,73.0,1.42,0.69,1620,4,11,2,0
2027-05-02,Akşam,2,81.06,2.21,0.61,1999,4,7,2,0
2027-05-03,Akşam,4,77.91,2.31,0.62,1554,4,11,2,0
2027-05-04,Akşam,4,71.58,1.69,0.63,1135,1,10,2,0
2027-05-05,Gündüz,5,76.56,1.94,0.64,1329,2,6,2,0
2027-05-06,Gündüz,2,83.01,1.64,0.58,1954,2,9,2,0
2027-05-07,Akşam,2,79.24,1.58,0.69,1394,4,11,2,0
2027-05-08,Gündüz,1,87.83,1.82,0.62,1155,2,7,2,0
2027-05-09,Akşam,2,69.56,2.64,0.67,2062,3,11,2,0
2027-05-10,Gece,1,86.69,2.28,0.66,2305,2,8,2,0
2027-05-11,Gece,3,78.28,2.23,0.61,1869,5,9,2,0
2027-05-12,Gece,3,77.56,1.96,0.57,1537,4,10,2,0
2027-05-13,Akşam,3,72.24,1.52,0.67,2069,5,7,2,0
2027-05-14,Gece,2,82.33,2.11,0.64,1667,5,9,2,0
2027-05-15,Gündüz,2,70.87,0.95,0.69,1243,4,6,2,0
2027-05-16,Gece,1,84.09,1.92,0.7,1546,1,6,2,0
2027-05-17,Gece,4,72.43,2.13,0.56,1449,2,6,2,0
2027-05-18,Gece,1,73.22,1.85,0.65,1277,3,9,2,0
2027-05-19,Gündüz,3,74.04,2.3,0.72,1753,1,10,2,0
2027-05-20,Akşam,1,76.42,1.37,0.74,1405,3,6,2,0
2027-05-21,Gündüz,4,84.71,2.28,0.57,1770,4,9,2,0
2027-05-22,Akşam,2,87.52,1.75,0.72,2069,2,9,2,0
2027-05-23,Akşam,1,76.94,2.24,0.62,1748,1,10,2,0
2027-05-24,Gece,3,79.77,2.11,0.7,1771,4,7,2,0
2027-05-25,Akşam,3,82.45,2.25,0.64,2294,1,7,2,0
2027-05-26,Gündüz,2,78.35,2.09,0.71,1237,5,9,2,0
2027-05-27,Gündüz,1,82.25,2.01,0.65,2190,2,7,2,0
2027-05-28,Akşam,4,79.98,2.21,0.6,2399,2,8,2,0
2027-05-29,Gece,2,78.73,1.82,0.64,1200,4,10,2,0
2027-05-30,Gece,1,72.9,1.98,0.7,1745,4,9,2,0
2027-05-31,Gündüz,5,80.75,1.8,0.65,1231,4,7,2,0
2027-06-01,Gece,3,84.79,1.59,0.62,2469,2,11,2,0
2027-06-02,Akşam,4,76.11,1.96,0.61,1723,5,7,2,0
2027-06-03,Akşam,4,70.16,1.86,0.63,2441,2,10,2,0
2027-06-04,Gündüz,4,78.4,2.18,0.63,2177,4,11,2,0
2027-06-05,Akşam,3,87.55,1.74,0.7,2391,3,6,2,0
2027-06-06,Gündüz,1,86.06,1.57,0.65,1724,5,7,2,0
2027-06-07,Akşam,2,77.1,2.17,0.66,1086,2,11,2,0
2027-06-08,Gündüz,1,82.28,1.82,0.67,1702,3,10,2,0
2027-06-09,Gece,2,83.07,1.56,0.7,1819,5,11,2,0
2027-06-10,Akşam,4,87.45,2.22,0.71,1053,2,6,2,0
2027-06-11,Akşam,1,72.25,2.08,0.65,2065,4,11,2,1
2027-06-12,Gündüz,4,74.66,2.35,0.66,2372,2,9,2,0
2027-06-13,Gündüz,5,69.95,1.7,0.71,2253,5,6,2,0
2027-06-14,Akşam,4,76.61,1.66,0.64,1741,4,7,2,0
2027-06-15,Gündüz,4,85.33,1.47,0.65,1693,1,9,2,0
2027-06-16,Akşam,2,77.2,1.63,0.71,1435,3,9,2,0
2027-06-17,Gece,5,73.46,1.68,0.65,2164,4,6,2,0
2027-06-18,Gündüz,4,81.13,2.0,0.69,2311,4,9,2,0
2027-06-19,Akşam,4,81.26,1.52,0.6,2345,5,6,2,0
2027-06-20,Gece,5,74.91,1.6,0.71,1593,5,6,2,0
2027-06-21,Gece,5,77.47,2.31,0.67,1441,3,11,2,1
2027-06-22,Akşam,1,80.75,0.92,0.7,1166,5,6,2,0
2027-06-23,Gündüz,2,83.73,1.94,0.74,1565,4,10,2,0
2027-06-24,Akşam,5,76.76,1.41,0.67,2486,3,7,2,0
2027-06-25,Gece,5,76.04,1.56,0.61,2479,3,9,2,0
2027-06-26,Akşam,3,89.56,2.23,0.67,1072,2,8,2,0
2027-06-27,Gündüz,5,78.63,1.82,0.74,1724,4,11,2,0
2027-06-28,Gece,2,81.25,2.6,0.69,1947,4,7,2,0
2027-06-29,Akşam,4,83.24,1.99,0.63,1269,5,8,2,0
2027-06-30,Gündüz,4,71.07,1.55,0.68,1218,4,6,2,0
2027-07-01,Gece,4,79.91,1.97,0.71,1546,5,9,2,0
2027-07-02,Gündüz,4,71.77,2.14,0.68,2206,4,11,2,0
2027-07-03,Gece,3,79.35,1.96,0.68,2101,2,7,2,0
2027-07-04,Akşam,5,86.87,1.74,0.65,1307,4,8,2,0
2027-07-05,Gündüz,4,75.01,1.29,0.66,2351,2,8,2,0
2027-07-06,Gece,1,71.67,1.7,0.7,1420,4,8,2,1
2027-07-07,Gündüz,4,89.44,2.3,0.71,2259,4,7,2,0
2027-07-08,Gündüz,5,74.26,1.56,0.68,1848,1,10,2,0
2027-07-09,Akşam,4,72.51,1.68,0.67,1885,4,6,2,0
2027-07-10,Gündüz,3,88.1,2.1,0.73,1461,2,9,2,0
2027-07-11,Gece,2,74.07,1.99,0.67,1584,3,8,2,0
2027-07-12,Gece,2,88.22,1.41,0.71,1915,2,11,2,0
2027-07-13,Gece,5,81.37,1.77,0.72,1037,4,7,2,0
2027-07-14,Gece,2,86.42,2.22,0.63,1425,5,11,2,0
2027-07-15,Akşam,2,80.93,1.81,0.7,1433,1,8,2,0
2027-07-16,Gündüz,1,85.4,2.23,0.56,2382,5,7,2,0
2027-07-17,Akşam,5,75.41,2.25,0.69,2054,1,11,2,0
2027-07-18,Gündüz,5,76.93,1.52,0.72,1204,1,10,2,0
2027-07-19,Gündüz,2,69.42,1.71,0.71,1704,5,8,2,0
2027-07-20,Gündüz,2,84.86,2.0,0.74,1741,4,8,2,0
2027-07-21,Akşam,2,82.1,1.34,0.71,2204,2,9,2,0
2027-07-22,Gündüz,3,74.96,1.73,0.67,1039,5,7,2,0
2027-07-23,Akşam,4,71.26,1.96,0.62,1840,3,7,2,0
2027-07-24,Gece,3,81.41,1.61,0.7,2446,1,10,2,0
2027-07-25,Gece,5,88.38,1.98,0.72,1905,2,8,2,0
2027-07-26,Gündüz,1,79.31,1.62,0.61,2180,3,9,2,0
2027-07-27,Akşam,4,76.71,1.62,0.72,1167,2,11,2,0
2027-07-28,Gece,1,75.31,2.02,0.7,1641,4,6,2,0
2027-07-29,Akşam,5,86.25,2.21,0.68,2105,3,9,2,0
2027-07-30,Akşam,5,76.1,1.59,0.72,1686,5,11,2,0
2027-07-31,Gündüz,1,78.14,1.44,0.69,1599,2,9,2,0
2027-08-01,Gece,1,85.21,1.79,0.68,1101,5,11,2,0
2027-08-02,Gündüz,1,83.19,1.94,0.64,1759,5,9,2,0
2027-08-03,Gündüz,5,78.34,1.58,0.72,1717,2,9,2,0
2027-08-04,Gece,2,76.51,2.3,0.64,1088,2,8,2,0
2027-08-05,Gece,1,87.33,1.76,0.67,1344,1,9,2,0
2027-08-06,Akşam,4,74.42,1.58,0.73,1799,1,11,2,0
2027-08-07,Gece,5,78.95,2.38,0.7,2333,3,11,2,0
2027-08-08,Akşam,3,72.47,2.18,0.79,1607,3,7,2,0
2027-08-09,Akşam,3,85.94,1.58,0.74,2463,3,11,2,0
2027-08-10,Akşam,4,77.63,2.12,0.74,1158,1,7,2,0
2027-08-11,Gece,2,76.5,1.6,0.75,2137,5,11,2,0
2027-08-12,Gündüz,1,83.31,2.03,0.69,1535,4,9,2,0
2027-08-13,Akşam,5,72.87,2.33,0.68,1162,4,11,2,0
2027-08-14,Gündüz,1,83.18,1.44,0.65,1285,2,7,2,0
2027-08-15,Gündüz,5,78.2,1.64,0.64,1864,1,8,2,0
2027-08-16,Gece,3,73.97,1.65,0.77,1054,2,6,2,0
2027-08-17,Gündüz,1,75.05,1.88,0.68,1575,4,9,2,0
2027-08-18,Gündüz,4,76.58,1.94,0.75,1032,2,11,2,0
2027-08-19,Gece,2,77.78,1.77,0.64,1557,1,7,2,0
2027-08-20,Akşam,4,74.01,1.3,0.7,1730,1,7,2,0
2027-08-21,Gündüz,2,81.47,1.43,0.77,1992,1,8,2,0
2027-08-22,Gece,1,73.88,1.53,0.73,1800,4,11,2,0
2027-08-23,Gündüz,1,68.17,1.97,0.73,1195,1,8,2,0
2027-08-24,Gündüz,2,89.6,1.38,0.68,1447,3,6,2,0
2027-08-25,Akşam,3,80.99,1.53,0.67,1924,3,11,2,0
2027-08-26,Gündüz,5,90.05,1.46,0.71,1091,1,10,2,0
2027-08-27,Gece,4,74.78,1.9,0.66,1607,3,10,2,0
2027-08-28,Gündüz,4,82.4,2.14,0.71,2251,1,11,2,0
2027-08-29,Akşam,4,84.47,1.85,0.76,1285,4,10,2,0
2027-08-30,Akşam,1,79.05,2.4,0.65,1873,3,6,2,0
2027-08-31,Gece,4,72.78,1.85,0.75,2258,4,9,2,0
2027-09-01,Akşam,5,78.68,1.77,0.77,1101,3,10,2,0
2027-09-02,Gündüz,5,83.13,1.56,0.7,1139,5,10,2,0
2027-09-03,Akşam,2,82.94,1.86,0.72,1834,5,11,2,0
2027-09-04,Gece,1,79.99,1.55,0.69,1265,4,7,2,0
2027-09-05,Akşam,5,84.49,1.51,0.7,2365,3,7,2,0
2027-09-06,Akşam,3,84.25,1.5,0.76,1572,5,9,2,0
2027-09-07,Akşam,1,77.38,1.73,0.76,1534,1,11,2,0
2027-09-08,Gece,1,72.4,1.65,0.74,1522,2,8,2,0
2027-09-09,Akşam,5,80.95,2.6,0.75,1015,5,6,2,0
2027-09-10,Akşam,3,76.27,1.86,0.73,1560,5,10,2,0
2027-09-11,Gündüz,2,80.72,1.86,0.66,1877,1,11,2,0
2027-09-12,Gece,5,86.73,1.63,0.78,1335,5,11,2,0
2027-09-13,Akşam,3,82.19,2.72,0.68,1909,5,6,2,0
2027-09-14,Gece,1,86.48,1.52,0.72,2413,5,7,2,0
2027-09-15,Akşam,3,74.94,1.66,0.77,1169,3,6,2,0
2027-09-16,Akşam,1,85.44,2.1,0.65,1912,5,7,2,0
2027-09-17,Akşam,5,88.38,1.86,0.76,1118,2,6,2,0
2027-09-18,Gündüz,5,80.32,1.42,0.67,2065,3,7,2,0
2027-09-19,Gündüz,4,91.61,1.81,0.76,2012,3,6,2,1
2027-09-20,Gündüz,4,75.71,2.0,0.79,1009,4,10,2,0
2027-09-21,Gece,4,76.81,1.95,0.69,1429,5,10,2,0
2027-09-22,Gece,5,83.25,2.0,0.68,2491,2,9,2,0
2027-09-23,Gündüz,2,80.27,2.46,0.73,1048,2,6,2,0
2027-09-24,Gece,5,76.29,1.88,0.68,1206,4,8,2,0
2027-09-25,Akşam,3,83.1,2.04,0.62,1513,2,9,2,0
2027-09-26,Akşam,5,81.78,1.07,0.73,2233,3,6,2,0
2027-09-27,Akşam,5,77.07,2.36,0.75,2162,1,8,2,0
2027-09-28,Gündüz,1,80.95,1.82,0.71,1036,3,10,2,0
2027-09-29,Gece,1,83.8,1.54,0.74,1217,1,10,2,0
2027-09-30,Gündüz,1,76.96,1.74,0.78,2479,2,11,2,0
2027-10-01,Gece,5,82.58,2.0,0.71,2301,5,10,2,0
2027-10-02,Akşam,2,75.66,2.11,0.72,1179,1,11,2,0
2027-10-03,Gündüz,3,76.63,1.77,0.73,1129,3,8,2,0
2027-10-04,Gece,3,85.56,1.98,0.72,1610,3,7,2,0
2027-10-05,Gece,2,83.07,1.72,0.72,1658,3,6,2,0
2027-10-06,Akşam,2,70.57,1.95,0.82,1358,3,9,2,0
2027-10-07,Gündüz,3,78.13,1.86,0.74,1626,4,11,2,0
2027-10-08,Gündüz,4,82.45,1.89,0.72,2027,2,9,2,0
2027-10-09,Gündüz,1,80.69,1.71,0.81,2106,5,10,2,0
2027-10-10,Akşam,1,83.09,1.92,0.79,2177,4,7,2,1
2027-10-11,Gündüz,3,80.58,1.55,0.77,1505,2,11,2,0
2027-10-12,Akşam,2,79.34,1.86,0.71,1817,1,6,2,0
2027-10-13,Akşam,4,79.18,1.61,0.87,1793,4,11,2,0
2027-10-14,Akşam,3,85.46,1.5,0.66,1838,4,6,2,0
2027-10-15,Gece,1,83.47,1.59,0.65,1622,4,9,2,0
2027-10-16,Gündüz,5,82.02,1.74,0.76,1628,4,9,2,0
2027-10-17,Gündüz,2,80.44,1.64,0.72,1096,1,9,2,0
2027-10-18,Akşam,5,77.26,1.92,0.62,2305,3,6,2,0
2027-10-19,Akşam,3,78.47,1.82,0.73,1818,4,11,2,0
2027-10-20,Gündüz,1,85.32,2.1,0.75,1598,2,9,2,0
2027-10-21,Akşam,4,84.85,1.77,0.73,1933,3,6,2,0
2027-10-22,Gündüz,5,76.76,1.85,0.76,1428,1,10,2,0
2027-10-23,Gece,4,80.5,2.36,0.72,2149,5,11,2,0
2027-10-24,Akşam,1,82.49,1.67,0.74,2324,1,11,2,0
2027-10-25,Gündüz,5,82.17,1.71,0.81,1542,5,11,2,0
2027-10-26,Akşam,4,82.13,2.16,0.79,1366,2,7,2,0
2027-10-27,Gündüz,4,74.44,1.51,0.73,2068,5,9,2,0
2027-10-28,Gündüz,5,74.14,2.19,0.77,2339,4,6,2,0
2027-10-29,Akşam,1,85.85,1.73,0.79,2212,3,10,2,0
2027-10-30,Gece,4,87.55,1.55,0.7,1051,3,8,2,0
2027-10-31,Gündüz,3,72.59,2.07,0.76,1563,4,10,2,0
2027-11-01,Gündüz,5,79.86,1.72,0.76,2355,3,7,2,0
2027-11-02,Gündüz,2,84.07,2.35,0.78,1498,1,10,2,0
2027-11-03,Gece,2,68.98,1.82,0.7,1976,4,9,2,0
2027-11-04,Gece,1,74.63,1.82,0.75,2341,4,9,2,1
2027-11-05,Akşam,3,79.54,1.62,0.71,2433,3,8,2,1
2027-11-06,Gece,4,77.01,1.76,0.77,1322,5,11,2,0
2027-11-07,Akşam,2,81.05,1.72,0.71,2253,2,6,2,0
2027-11-08,Akşam,1,87.35,2.2,0.72,2367,5,10,2,0
2027-11-09,Gece,3,75.74,1.89,0.76,2394,1,8,2,0
2027-11-10,Akşam,3,80.25,2.01,0.7,1555,4,9,2,0
2027-11-11,Gece,1,78.28,1.83,0.67,2315,4,11,2,0
2027-11-12,Akşam,1,80.68,1.68,0.8,2460,1,6,2,0
2027-11-13,Gece,4,80.03,1.91,0.72,2270,2,6,2,0
2027-11-14,Gece,1,93.19,2.28,0.68,1218,4,7,2,0
2027-11-15,Akşam,4,87.45,1.49,0.7,1533,5,11,2,0
2027-11-16,Gündüz,4,72.1,1.93,0.75,1641,1,9,2,0
2027-11-17,Akşam,5,75.5,2.25,0.83,1518,4,6,2,0
2027-11-18,Gece,3,76.11,1.56,0.75,2495,5,7,2,0
2027-11-19,Gündüz,3,73.83,2.08,0.79,2373,1,7,2,0
2027-11-20,Akşam,3,73.16,2.08,0.74,1043,1,9,2,0
2027-11-21,Akşam,5,79.11,1.41,0.77,1064,1,6,2,0
2027-11-22,Akşam,4,76.3,2.13,0.75,1245,2,11,2,0
2027-11-23,Gündüz,4,75.55,1.62,0.79,1986,1,6,2,0
2027-11-24,Gece,1,90.1,1.91,0.7,2094,3,10,2,0
2027-11-25,Akşam,5,76.65,2.11,0.76,1157,3,6,2,0
2027-11-26,Akşam,1,77.78,2.16,0.77,1937,1,7,2,0
2027-11-27,Akşam,5,83.71,1.34,0.78,2498,4,8,2,0
2027-11-28,Akşam,1,77.77,2.34,0.69,2048,3,9,2,0
2027-11-29,Akşam,2,74.17,2.23,0.74,1824,5,8,2,0
2027-11-30,Gece,3,78.71,2.12,0.79,2246,5,6,2,0
2027-12-01,Gece,3,90.04,1.91,0.77,1159,4,11,2,0
2027-12-02,Akşam,4,77.59,1.67,0.85,1817,5,11,2,0
2027-12-03,Gündüz,2,75.44,1.48,0.74,2004,4,7,2,0
2027-12-04,Gece,3,82.1,1.31,0.66,1074,5,8,2,0
2027-12-05,Gündüz,4,78.47,1.99,0.74,1137,1,9,2,0
2027-12-06,Gece,2,93.69,2.12,0.63,1478,5,10,2,0
2027-12-07,Akşam,3,76.07,1.77,0.8,1552,1,8,2,0
2027-12-08,Gece,1,88.67,1.66,0.77,2326,5,11,2,0
2027-12-09,Akşam,5,85.82,1.82,0.79,1386,5,10,2,0
2027-12-10,Gece,2,78.09,1.61,0.79,1471,5,11,2,0
2027-12-11,Akşam,4,79.98,1.81,0.82,2357,1,6,2,0
2027-12-12,Akşam,2,74.85,1.59,0.64,1308,5,6,2,0
2027-12-13,Akşam,4,77.31,1.98,0.67,1886,5,9,2,0
2027-12-14,Akşam,2,78.06,2.17,0.73,1700,2,10,2,0
2027-12-15,Gündüz,4,80.79,1.95,0.75,2186,1,10,2,0
2027-12-16,Akşam,3,72.94,1.78,0.78,1999,3,9,2,0
2027-12-17,Gündüz,1,81.56,2.1,0.78,1951,4,11,2,0
2027-12-18,Gündüz,3,79.27,1.81,0.78,2078,2,8,2,0
2027-12-19,Akşam,1,81.99,2.09,0.69,1785,5,9,2,0
2027-12-20,Gündüz,3,82.74,1.61,0.73,2478,3,6,2,0
2027-12-21,Gece,3,78.87,1.65,0.76,1304,3,10,2,0
2027-12-22,Akşam,2,82.44,1.5,0.77,1101,5,7,2,0
2027-12-23,Gündüz,5,79.56,1.66,0.75,1774,5,11,2,0
2027-12-24,Akşam,4,83.72,2.09,0.79,2411,2,7,2,0
2027-12-25,Akşam,4,81.58,1.54,0.72,2231,1,6,2,0
2027-12-26,Akşam,4,80.91,1.11,0.75,2338,2,10,2,0
2027-12-27,Gündüz,1,79.49,1.68,0.8,2072,1,10,2,0
2027-12-28,Gece,4,86.48,1.45,0.79,1571,3,9,2,0
2027-12-29,Gece,4,82.03,1.65,0.76,1147,4,8,2,0
2027-12-30,Gündüz,2,73.39,2.43,0.76,2234,5,9,2,0
2027-12-31,Akşam,3,77.64,1.53,0.75,2395,2,7,2,0
2028-01-01,Gündüz,4,78.86,1.99,0.76,1596,3,10,2,0
2028-01-02,Gündüz,5,79.99,1.78,0.75,1977,2,8,2,0
2028-01-03,Gündüz,4,80.88,1.91,0.76,2070,1,9,2,0
2028-01-04,Akşam,1,75.28,1.65,0.79,1498,5,8,2,0
2028-01-05,Gündüz,1,79.66,2.15,0.79,1154,1,11,2,0
2028-01-06,Akşam,1,78.43,1.93,0.71,1229,1,11,2,0
2028-01-07,Gündüz,4,85.42,1.94,0.87,2323,1,7,2,0
2028-01-08,Gece,2,75.02,1.83,0.75,1157,3,8,2,0
2028-01-09,Gündüz,5,79.91,2.18,0.81,1922,5,11,2,0
2028-01-10,Gündüz,4,76.57,1.97,0.73,2270,4,10,2,1
2028-01-11,Gece,2,89.31,1.91,0.86,1567,2,11,2,0
2028-01-12,Akşam,2,86.28,2.0,0.81,2174,1,8,2,0
2028-01-13,Akşam,4,71.79,1.27,0.8,1298,5,8,2,0
2028-01-14,Gündüz,4,76.02,1.86,0.78,2077,2,9,2,0
2028-01-15,Gece,2,84.35,1.78,0.69,2246,5,8,2,0
2028-01-16,Akşam,2,82.29,2.15,0.87,1765,2,8,2,0
2028-01-17,Gündüz,2,82.13,1.59,0.83,1564,5,7,2,0
2028-01-18,Gece,4,80.95,1.86,0.77,1466,4,8,2,0
2028-01-19,Akşam,2,84.76,2.38,0.81,1485,5,9,2,0
2028-01-20,Akşam,1,83.9,1.79,0.72,1443,5,9,2,0
2028-01-21,Gece,4,78.55,1.4,0.69,1904,1,10,2,0
2028-01-22,Gece,1,74.0,2.45,0.79,1862,1,11,2,0
2028-01-23,Gece,3,71.55,1.59,0.75,2161,1,7,2,0
2028-01-24,Gece,4,79.48,1.49,0.77,1925,5,6,2,0
2028-01-25,Gündüz,3,70.8,1.5,0.79,1291,4,10,2,0
2028-01-26,Gece,2,81.25,2.02,0.73,2233,2,8,2,0
2028-01-27,Akşam,2,78.46,2.19,0.79,1751,1,11,2,0
2028-01-28,Akşam,5,89.72,2.33,0.74,2234,3,7,2,0
2028-01-29,Gündüz,2,81.72,1.8,0.84,1874,5,10,2,0
2028-01-30,Akşam,3,79.85,1.5,0.79,1662,4,9,2,0
2028-01-31,Akşam,2,71.92,1.63,0.82,2411,4,7,2,0
2028-02-01,Gece,4,73.69,1.81,0.7,2419,1,7,2,0
2028-02-02,Akşam,2,83.41,1.79,0.82,2147,1,8,2,0
2028-02-03,Gündüz,5,78.43,2.19,0.87,1919,3,7,2,0
2028-02-04,Gece,2,92.68,1.4,0.8,1908,3,11,2,0
2028-02-05,Gece,3,79.58,1.47,0.82,1123,1,11,2,0
2028-02-06,Gündüz,3,80.84,1.71,0.78,1067,2,7,2,0
2028-02-07,Gece,2,73.42,1.91,0.82,1474,1,6,2,0
2028-02-08,Gece,3,84.74,1.67,0.88,1357,1,8,2,0
2028-02-09,Gündüz,3,75.37,1.64,0.91,2479,4,7,2,0
2028-02-10,Gece,5,82.62,2.15,0.81,2369,1,7,2,0
2028-02-11,Gündüz,4,84.06,1.94,0.75,1520,1,6,2,0
2028-02-12,Gündüz,5,80.48,1.5,0.83,1832,1,6,2,0
2028-02-13,Akşam,1,88.78,1.65,0.74,1623,2,9,2,0
2028-02-14,Akşam,5,76.95,1.96,0.77,2351,4,8,2,0
2028-02-15,Gece,2,88.38,1.42,0.77,2353,5,6,2,0
2028-02-16,Gece,4,73.65,1.95,0.9,1426,5,7,2,0
2028-02-17,Gündüz,2,84.0,1.7,0.87,2008,5,6,2,0
2028-02-18,Gece,1,79.29,1.91,0.86,1442,5,10,2,0
2028-02-19,Gündüz,4,76.46,1.84,0.84,1600,4,9,2,0
2028-02-20,Gündüz,3,71.69,1.46,0.76,2118,1,9,2,0
2028-02-21,Gece,5,78.7,1.61,0.82,1761,5,11,2,0
2028-02-22,Gündüz,2,78.38,2.23,0.9,1954,1,8,2,0
2028-02-23,Akşam,1,80.86,2.51,0.83,2474,5,9,2,0
2028-02-24,Gece,3,83.62,1.28,0.86,2340,2,8,2,0
2028-02-25,Akşam,5,75.96,2.11,0.73,1486,1,10,2,0
2028-02-26,Gece,3,88.79,1.89,0.84,1738,4,11,2,0
2028-02-27,Gündüz,5,77.31,2.42,0.75,1647,2,7,2,0
2028-02-28,Gece,4,83.01,1.63,0.8,1895,2,10,2,0
2028-02-29,Akşam,3,80.45,2.07,0.88,1004,4,8,2,0
2028-03-01,Gündüz,3,79.01,1.71,0.83,1631,2,8,2,0
2028-03-02,Gece,3,80.2,2.18,0.85,2394,1,8,2,0
2028-03-03,Gece,4,75.3,2.49,0.8,1876,3,7,2,0
2028-03-04,Gece,1,78.06,1.86,0.71,1985,3,11,2,0
2028-03-05,Akşam,5,73.3,1.46,0.76,2211,5,11,2,0
2028-03-06,Akşam,3,77.25,2.22,0.84,1025,5,8,2,0
2028-03-07,Gece,4,77.67,1.97,0.83,1161,1,10,2,0
2028-03-08,Gündüz,1,84.23,1.91,0.89,1744,4,11,2,0
2028-03-09,Gündüz,5,78.34,2.27,0.82,2153,1,7,2,0
2028-03-10,Akşam,4,77.76,1.46,0.77,1532,5,10,2,0
2028-03-11,Gündüz,5,81.1,1.59,0.81,1882,2,7,2,0
2028-03-12,Akşam,3,80.9,1.98,0.86,1409,1,8,2,0
2028-03-13,Gece,1,77.04,1.58,0.73,2096,1,11,2,0
2028-03-14,Akşam,4,81.97,1.71,0.83,2256,4,7,2,0
2028-03-15,Akşam,1,79.11,2.18,0.75,1854,5,6,2,0
2028-03-16,Gece,3,77.04,1.93,0.82,2129,1,10,2,0
2028-03-17,Gündüz,1,77.52,1.45,0.85,1900,2,6,2,0
2028-03-18,Akşam,1,84.75,1.92,0.84,1008,2,6,2,0
2028-03-19,Akşam,2,77.67,2.17,0.88,1049,3,8,2,0
2028-03-20,Gece,1,81.31,1.85,0.83,1441,5,8,2,0
2028-03-21,Gündüz,5,73.59,2.06,0.84,1035,2,6,2,0
2028-03-22,Akşam,4,85.58,1.64,0.85,2225,4,7,2,0
2028-03-23,Gece,2,77.09,1.88,0.77,1117,5,8,2,0
2028-03-24,Akşam,4,82.0,1.33,0.81,1701,2,10,2,0
2028-03-25,Gece,4,78.74,1.99,0.7,1753,1,6,2,0
2028-03-26,Gündüz,3,81.94,1.91,0.84,2192,5,10,2,0
2028-03-27,Gündüz,3,82.22,1.41,0.68,1229,2,11,2,0
2028-03-28,Gündüz,2,79.28,2.26,0.86,1559,1,10,2,0
2028-03-29,Gündüz,3,70.67,1.97,0.9,2173,3,10,2,0
2028-03-30,Akşam,3,85.46,1.59,0.85,1207,5,6,2,0
2028-03-31,Akşam,3,79.3,2.0,0.86,2084,5,9,2,0
2028-04-01,Gündüz,4,81.84,1.5,0.88,2140,2,11,2,0
2028-04-02,Gündüz,2,83.46,1.55,0.8,1238,3,8,2,0
2028-04-03,Gündüz,4,77.71,1.51,0.76,1866,4,10,2,0
2028-04-04,Akşam,5,82.59,1.5,0.82,1047,2,6,2,0
2028-04-05,Gündüz,4,76.26,1.93,0.79,2471,2,9,2,0
2028-04-06,Gündüz,5,81.94,1.83,0.83,1756,4,6,2,0
2028-04-07,Gündüz,1,80.1,2.02,0.84,2491,4,8,2,0
2028-04-08,Gece,1,77.89,0.95,0.8,2316,4,6,2,0
2028-04-09,Gündüz,5,80.23,1.68,0.79,2448,4,7,2,0
2028-04-10,Gece,5,74.72,1.69,0.72,1516,4,11,2,0
2028-04-11,Gece,4,81.55,1.82,0.82,1204,1,7,2,0
2028-04-12,Gündüz,5,82.06,1.81,0.81,2203,1,10,2,0
